,OrphaCode,DisorderName,Summary
2529,171433.0,Intermediate nemaline myopathy,"Intermediate nemaline myopathy is very frequently (99-80%) associated with Generalized muscle weakness, Nemaline bodies, and Severe muscular hypotonia. Intermediate nemaline myopathy is frequently (79-30%) associated with Abnormal thorax morphology, Decreased fetal movement, Difficulty walking, Dysphagia, EMG: myopathic abnormalities, Facial palsy, Flexion contracture, Hypokinesia, Hyporeflexia, Motor delay, Multiple prenatal fractures, Myopathic facies, Polyhydramnios, Respiratory failure, Skeletal muscle atrophy, and Type 1 muscle fiber predominance. Intermediate nemaline myopathy is occasionally (29-5%) associated with Areflexia, Facial diplegia, High, narrow palate, Hypertelorism, Long philtrum, Low-set ears, Ophthalmoplegia, and Premature birth. Intermediate nemaline myopathy is very rarely (<4-1%) associated with Arthrogryposis multiplex congenita. Intermediate nemaline myopathy is not associated (0%) associated with Cardiomyopathy.Intermediate nemaline myopathy is associated with Disease-causing germline mutation(s) (loss of function) in kelch like family member 41 (Krp1; SARCOSIN; sarcomeric muscle protein); Disease-causing germline mutation(s) in tropomyosin 3 (TRK), actin alpha 1, skeletal muscle (NEM3; nemaline myopathy type 3), and nebulin (NEB177D; nemaline myopathy type 2)."
2530,424107.0,Congenital myopathy with myasthenic-like onset,"Congenital myopathy with myasthenic-like onset is very frequently (99-80%) associated with Fatigable weakness. Congenital myopathy with myasthenic-like onset is frequently (79-30%) associated with Areflexia, EMG: myopathic abnormalities, Easy fatigability, Failure to thrive, Feeding difficulties, Gait disturbance, Infantile axial hypotonia, Malignant hyperthermia, Minicore myopathy, Motor delay, Multiple joint contractures, Myopathic facies, Myopathy, Proximal muscle weakness, Ptosis, Recurrent respiratory infections, Scapular winging, Scoliosis, and Type 1 muscle fiber predominance. Congenital myopathy with myasthenic-like onset is very rarely (<4-1%) associated with Ophthalmoplegia and Respiratory insufficiency due to muscle weakness. Congenital myopathy with myasthenic-like onset is not associated (0%) associated with Elevated circulating creatine kinase concentration, Rectus femoris muscle atrophy, and Rhabdomyolysis.Congenital myopathy with myasthenic-like onset is associated with Disease-causing germline mutation(s) in ryanodine receptor 1 (PPP1R137; RYR; protein phosphatase 1; regulatory subunit 137)."
2531,99811.0,Neuronal intestinal pseudoobstruction,"Neuronal intestinal pseudoobstruction is very frequently (99-80%) associated with Decreased circulating antibody level, Malabsorption, Natal tooth, Patent ductus arteriosus, and Recurrent infections. Neuronal intestinal pseudoobstruction is frequently (79-30%) associated with Abnormal cardiac septum morphology and Congenital diaphragmatic hernia.Neuronal intestinal pseudoobstruction is associated with Disease-causing germline mutation(s) in filamin A (ABP-280; actin binding protein 280; alpha filamin)."
2532,64752.0,Hereditary sensory and autonomic neuropathy type 5,"Hereditary sensory and autonomic neuropathy type 5 is frequently (79-30%) associated with Abnormality of the dentition, Abnormality of the gingiva, Anhidrosis, Decreased number of small peripheral myelinated nerve fibers, Deeply set eye, Impaired temperature sensation, Intellectual disability, mild, Malar flattening, Pain insensitivity, Painless fractures due to injury, and Poor wound healing.Hereditary sensory and autonomic neuropathy type 5 is associated with Candidate gene tested in neurotrophic receptor tyrosine kinase 1 (MTC; TRK; TRKA; high affinity nerve growth factor receptor; tropomyosin receptor kinase A); Disease-causing germline mutation(s) in nerve growth factor."
2533,219.0,Delta-sarcoglycan-related limb-girdle muscular dystrophy R6,"Delta-sarcoglycan-related limb-girdle muscular dystrophy R6 is frequently (79-30%) associated with Facial palsy, Generalized limb muscle atrophy, Proximal lower limb amyotrophy, Proximal upper limb amyotrophy, Scapular winging, and Shuffling gait.Delta-sarcoglycan-related limb-girdle muscular dystrophy R6 is associated with Disease-causing germline mutation(s) in sarcoglycan delta (CMD1L; DAGD; LGMD2F)."
2534,324581.0,Benign Samaritan congenital myopathy,"Benign Samaritan congenital myopathy is very frequently (99-80%) associated with Epicanthus, Generalized hypotonia, Hypertelorism, Hyporeflexia, and Narrow forehead. Benign Samaritan congenital myopathy is frequently (79-30%) associated with Motor delay, Thickened skin, and Weak cry. Benign Samaritan congenital myopathy is occasionally (29-5%) associated with Abnormal respiratory system physiology, Centrally nucleated skeletal muscle fibers, Dolichocephaly, Fasciculations, Frog-leg posture, Internally nucleated skeletal muscle fibers, Lethargy, Myopathic facies, Narrow mouth, Prominent forehead, and Wide nasal bridge.Benign Samaritan congenital myopathy is associated with Disease-causing germline mutation(s) in ryanodine receptor 1 (PPP1R137; RYR; protein phosphatase 1; regulatory subunit 137)."
2535,357043.0,Amyotrophic lateral sclerosis type 4,"Amyotrophic lateral sclerosis type 4 is frequently (79-30%) associated with Abnormal pyramidal sign, Babinski sign, Distal muscle weakness, and Skeletal muscle atrophy. Amyotrophic lateral sclerosis type 4 is occasionally (29-5%) associated with Gait disturbance, Pes cavus, Somatic sensory dysfunction, and Spastic paraplegia.Amyotrophic lateral sclerosis type 4 is associated with Disease-causing germline mutation(s) in senataxin (Sen1; AOA2; KIAA0625; STEX)."
2536,369840.0,TRAPPC11-related limb-girdle muscular dystrophy R18,"TRAPPC11-related limb-girdle muscular dystrophy R18 is frequently (79-30%) associated with Abnormal circulating creatine kinase concentration, Absent speech, Cataract, Cerebral white matter atrophy, Difficulty walking, Elevated hepatic transaminase, Hepatomegaly, Hyperlordosis, Hyporeflexia, Intellectual disability, borderline, Limb-girdle muscular dystrophy, Muscle fiber atrophy, Muscle spasm, Muscular dystrophy, Myalgia, Myopathy, Proximal muscle weakness, and Waddling gait. TRAPPC11-related limb-girdle muscular dystrophy R18 is occasionally (29-5%) associated with Bilateral tonic-clonic seizure, Chorea, Exophoria, Hepatic steatosis, Infantile muscular hypotonia, Microcephaly, and Truncal ataxia. TRAPPC11-related limb-girdle muscular dystrophy R18 is not associated (0%) associated with Restrictive ventilatory defect and Right ventricular dilatation.TRAPPC11-related limb-girdle muscular dystrophy R18 is associated with Disease-causing germline mutation(s) in trafficking protein particle complex subunit 11 (FLJ12716; foie gras homolog (zebrafish); foigr; gry; gryzun homolog (Drosophila))."
2537,101111.0,Spinocerebellar ataxia type 25,"Spinocerebellar ataxia type 25 is very frequently (99-80%) associated with Progressive cerebellar ataxia. Spinocerebellar ataxia type 25 is frequently (79-30%) associated with Abnormal morphology of the cerebellar cortex, Areflexia of lower limbs, Babinski sign, Decreased number of large peripheral myelinated nerve fibers, Diffuse cerebellar atrophy, Distal sensory impairment, EMG: neuropathic changes, Facial tics, Gait ataxia, Impaired distal tactile sensation, Impaired pain sensation, Nystagmus, Pes cavus, Reduced visual acuity, Scoliosis, Sensory neuropathy, Spastic dysarthria, Strabismus, and Urinary urgency. Spinocerebellar ataxia type 25 is occasionally (29-5%) associated with Episodic abdominal pain, Facial myokymia, and Vomiting.Spinocerebellar ataxia type 25 is associated with Disease-causing germline mutation(s) in spinocerebellar ataxia 25 and polyribonucleotide nucleotidyltransferase 1 (3'-5' RNA exonuclease; OLD35; PNPase; Polynucleotide phosphorylase; old-35)."
2538,458798.0,Spinocerebellar ataxia type 41,"Spinocerebellar ataxia type 41 is frequently (79-30%) associated with Cerebellar vermis atrophy, Gait ataxia, and Postural instability.Spinocerebellar ataxia type 41 is associated with Disease-causing germline mutation(s) in transient receptor potential cation channel subfamily C member 3."
2539,458803.0,Spinocerebellar ataxia type 42,"Spinocerebellar ataxia type 42 is very frequently (99-80%) associated with Abnormal cerebellum morphology, Dysarthria, Neurodevelopmental abnormality, and Unsteady gait. Spinocerebellar ataxia type 42 is frequently (79-30%) associated with Babinski sign, Cerebellar atrophy, Cerebellar vermis atrophy, Depression, Dysphagia, Eyelid myokymia, Gait ataxia, Gaze-evoked horizontal nystagmus, Impaired vibration sensation at ankles, Saccadic smooth pursuit, Spastic gait, and Urinary urgency. Spinocerebellar ataxia type 42 is occasionally (29-5%) associated with Alzheimer disease, Atrophy/Degeneration affecting the brainstem, Diplopia, Head tremor, Hyperintensity of cerebral white matter on MRI, Hypometric saccades, Impotence, Nystagmus, Psoriasiform dermatitis, Reduced brain N-acetyl aspartate level by MRS, Resting tremor, Scoliosis, Strabismus, Upper limb postural tremor, Urinary incontinence, and Vertigo.Spinocerebellar ataxia type 42 is associated with Disease-causing germline mutation(s) in calcium voltage-gated channel subunit alpha1 G (Cav3.1; NBR13)."
2540,306741.0,Hemidystonia-hemiatrophy syndrome,"Hemidystonia-hemiatrophy syndrome is very frequently (99-80%) associated with Abnormal basal ganglia MRI signal intensity, Abnormal periventricular white matter morphology, Dystonia, and Hemiparesis. Hemidystonia-hemiatrophy syndrome is frequently (79-30%) associated with Abnormal delivery, Hemiatrophy, and Limb dystonia. Hemidystonia-hemiatrophy syndrome is occasionally (29-5%) associated with Abnormal pyramidal sign, Abnormality of the paranasal sinuses, Advanced pneumatization of cranial sinuses, Babinski sign, Dense calvaria, and Seizure. Hemidystonia-hemiatrophy syndrome is very rarely (<4-1%) associated with Motor delay and Rhizomelic leg shortening."
2541,98761.0,Spinocerebellar ataxia type 10,"Spinocerebellar ataxia type 10 is very frequently (99-80%) associated with Dysarthria, Gait ataxia, and Progressive cerebellar ataxia. Spinocerebellar ataxia type 10 is frequently (79-30%) associated with Cerebellar atrophy, Dysdiadochokinesis, Dyskinesia, Dysmetria, EEG with generalized epileptiform discharges, Gait imbalance, Gaze-evoked nystagmus, Generalized-onset seizure, Impaired smooth pursuit, Intention tremor, Kinetic tremor, Nystagmus, Scanning speech, and Unsteady gait. Spinocerebellar ataxia type 10 is occasionally (29-5%) associated with Aggressive behavior, Apathy, Babinski sign, Depression, Focal impaired awareness seizure, Focal motor seizure, Generalized hypotonia, Hyperreflexia, Hyporeflexia, Lower limb spasticity, Sleep abnormality, Status epilepticus, and Urinary urgency.Spinocerebellar ataxia type 10 is associated with Disease-causing germline mutation(s) in ataxin 10 (E46L; FLJ37990; ATX10)."
2542,100996.0,Autosomal recessive spastic paraplegia type 15,"Autosomal recessive spastic paraplegia type 15 is very frequently (99-80%) associated with Hypoplasia of the corpus callosum. Autosomal recessive spastic paraplegia type 15 is frequently (79-30%) associated with Abnormal cerebellum morphology, Abnormal cerebral white matter morphology, Abnormality of extrapyramidal motor function, Babinski sign, Cognitive impairment, Deep cerebral white matter hyperdensities, Demyelinating peripheral neuropathy, Dysarthria, Functional abnormality of the bladder, Gait disturbance, Intellectual disability, Leg muscle stiffness, Lower limb hyperreflexia, Lower limb spasticity, Muscle weakness, Nystagmus, Peripheral axonal neuropathy, Pigmentary retinopathy, Pseudobulbar paralysis, Retinal flecks, Spastic paraplegia, Spasticity, Upper limb muscle weakness, Upper limb spasticity, and Yellow/white lesions of the retina. Autosomal recessive spastic paraplegia type 15 is occasionally (29-5%) associated with Abnormality of eye movement, Atypical behavior, Dementia, Diabetes mellitus, Distal amyotrophy, Frontotemporal dementia, Hand tremor, Impaired vibratory sensation, Pes cavus, Saccadic smooth pursuit, Seizure, and Specific learning disability.Autosomal recessive spastic paraplegia type 15 is associated with Disease-causing germline mutation(s) in zinc finger FYVE-type containing 26 (FYVE-CENT; KIAA0321; spastizin)."
2543,100998.0,Autosomal dominant spastic paraplegia type 17,"Autosomal dominant spastic paraplegia type 17 is frequently (79-30%) associated with Abnormality of the foot musculature, Babinski sign, Foot dorsiflexor weakness, Hand muscle atrophy, Hyperreflexia, and Spastic gait. Autosomal dominant spastic paraplegia type 17 is occasionally (29-5%) associated with Abnormal motor nerve conduction velocity, Ankle weakness, Distal amyotrophy, Distal sensory impairment, Hand muscle weakness, Hip pain, Knee pain, Pes planus, Postural tremor, and Split hand.Autosomal dominant spastic paraplegia type 17 is associated with Disease-causing germline mutation(s) in BSCL2 lipid droplet biogenesis associated, seipin (seipin)."
2544,94125.0,Recessive mitochondrial ataxia syndrome,"Recessive mitochondrial ataxia syndrome is frequently (79-30%) associated with Abnormality of central motor conduction, Abnormality of movement, Areflexia, Ataxia, Atypical behavior, Cognitive impairment, Dysmetria, Dysphagia, Gait disturbance, Generalized hypotonia, Hashimoto thyroiditis, Headache, Impaired vibratory sensation, Increased serum pyruvate, Limb dysmetria, Ophthalmoplegia, Peripheral neuropathy, Positive Romberg sign, ST segment elevation, Seizure, and Sensory axonal neuropathy. Recessive mitochondrial ataxia syndrome is occasionally (29-5%) associated with Dysarthria.Recessive mitochondrial ataxia syndrome is associated with Disease-causing germline mutation(s) in DNA polymerase gamma, catalytic subunit (POLG1; POLGA)."
2545,251347.0,Ataxia-telangiectasia-like disorder,"Ataxia-telangiectasia-like disorder is very frequently (99-80%) associated with Ataxia. Ataxia-telangiectasia-like disorder is frequently (79-30%) associated with Absent Achilles reflex, Cerebellar atrophy, Cerebellar vermis hypoplasia, Chorea, Dilated fourth ventricle, Dysarthria, Dysmetria, Dystonia, Enlarged interhemispheric fissure, Gait ataxia, Generalized hypotonia, Intention tremor, Mask-like facies, Oculomotor apraxia, Orofacial dyskinesia, Reduced tendon reflexes, and Slow saccadic eye movements. Ataxia-telangiectasia-like disorder is occasionally (29-5%) associated with Abnormality of ocular smooth pursuit, Delayed speech and language development, Drooling, Dysdiadochokinesis, Dysmetric saccades, Frequent falls, Gaze-evoked nystagmus, Hyperactive deep tendon reflexes, Hypergonadotropic hypogonadism, Joint laxity, Myoclonus, Pes cavus, Sensorimotor neuropathy, Small posterior fossa, and Vertical nystagmus. Ataxia-telangiectasia-like disorder is very rarely (<4-1%) associated with Short stature.Ataxia-telangiectasia-like disorder is associated with Disease-causing germline mutation(s) in MRE11 homolog, double strand break repair nuclease (AT-like disease; ATLD)."
2546,101000.0,Autosomal recessive spastic paraplegia type 20,"Autosomal recessive spastic paraplegia type 20 is frequently (79-30%) associated with Abnormal cerebellum morphology, Abnormal hand morphology, Abnormality of brain morphology, Abnormality of the foot, Abnormality of the hand, Abnormality of the skeletal system, Babinski sign, Cognitive impairment, Constipation, Delayed speech and language development, Dysarthria, Dysphagia, Dysuria, Generalized hypotonia, Global developmental delay, Growth delay, Hyperreflexia, Hypertelorism, Impaired vibratory sensation, Joint hypermobility, Motor delay, Overbite, Short stature, Skeletal muscle atrophy, Slurred speech, Spastic dysarthria, Spastic paraparesis, Spasticity, Specific learning disability, and Upper limb muscle weakness. Autosomal recessive spastic paraplegia type 20 is occasionally (29-5%) associated with Abnormal thumb morphology, Abnormality of the nares, Ankle clonus, Anxiety, Clinodactyly, Distal amyotrophy, Downslanted palpebral fissures, Emotional lability, Epicanthus, Genu valgum, Hallucinations, Hoarse voice, Low-set ears, Microcephaly, Panic attack, Pes cavus, Prominent nose, Psychosis, Sleep abnormality, Spastic gait, and Speech apraxia. Autosomal recessive spastic paraplegia type 20 is very rarely (<4-1%) associated with Hydronephrosis.Autosomal recessive spastic paraplegia type 20 is associated with Disease-causing germline mutation(s) in spartin (KIAA0610; TAHCCP1)."
2547,101001.0,Autosomal recessive spastic paraplegia type 21,"Autosomal recessive spastic paraplegia type 21 is very frequently (99-80%) associated with Abnormal pyramidal sign, Dementia, and Difficulty walking. Autosomal recessive spastic paraplegia type 21 is frequently (79-30%) associated with Abnormality of peripheral nerve conduction, Apraxia, Dysgraphia, Dysphagia, Frontotemporal cerebral atrophy, Gait disturbance, Global developmental delay, Hyperreflexia, Hypoplasia of the corpus callosum, Lower limb muscle weakness, Mental deterioration, Personality disorder, Primitive reflex, and Spasticity. Autosomal recessive spastic paraplegia type 21 is occasionally (29-5%) associated with Abnormal cerebellum morphology and Abnormality of extrapyramidal motor function.Autosomal recessive spastic paraplegia type 21 is associated with Disease-causing germline mutation(s) in SPG21 abhydrolase domain containing, maspardin (ACP33; BM-019; GL010; MAST; ABHD21)."
2548,101003.0,Autosomal recessive spastic paraplegia type 23,"Autosomal recessive spastic paraplegia type 23 is frequently (79-30%) associated with Bowel incontinence, Bowel urgency, Hyperreflexia, Kyphoscoliosis, Multiple lentigines, Spastic gait, Spastic paraplegia, Vitiligo, and Waddling gait. Autosomal recessive spastic paraplegia type 23 is occasionally (29-5%) associated with Hip dislocation, Horseshoe kidney, Seizure, Short stature, and Silver-gray hair.Autosomal recessive spastic paraplegia type 23 is associated with Disease-causing germline mutation(s) in dual serine/threonine and tyrosine protein kinase (DustyPK; KIAA0472; RIP5) and spastic paraplegia 23 (autosomal recessive)."
2549,101004.0,Autosomal recessive spastic paraplegia type 24,"Autosomal recessive spastic paraplegia type 24 is very frequently (99-80%) associated with Clonus, Hyperreflexia, Scissor gait, Spastic paraplegia, Spasticity, and Tip-toe gait. Autosomal recessive spastic paraplegia type 24 is frequently (79-30%) associated with Sensorineural hearing impairment.Autosomal recessive spastic paraplegia type 24 is associated with Disease-causing germline mutation(s) in spastic paraplegia 24 (autosomal recessive)."
2550,101006.0,Autosomal recessive spastic paraplegia type 26,"Autosomal recessive spastic paraplegia type 26 is frequently (79-30%) associated with Babinski sign, Cerebral cortical atrophy, Gait disturbance, Hyperintensity of cerebral white matter on MRI, Hyperreflexia, Intellectual disability, Lower limb spasticity, Muscle weakness, Sensorimotor neuropathy, and Skeletal muscle atrophy. Autosomal recessive spastic paraplegia type 26 is occasionally (29-5%) associated with Abnormal cerebellum morphology, Abnormality of the urinary system, Cataract, Dyskinesia, Dystonia, Impaired vibration sensation at ankles, Pes cavus, Pseudobulbar paralysis, and Scoliosis. Autosomal recessive spastic paraplegia type 26 is very rarely (<4-1%) associated with Decreased serum testosterone concentration, Hyporeflexia, and Premature ovarian insufficiency.Autosomal recessive spastic paraplegia type 26 is associated with Disease-causing germline mutation(s) in beta-1,4-N-acetyl-galactosaminyltransferase 1 (GD2 synthase; GM2 synthase; beta1-4GalNAc-T)."
2551,101007.0,Autosomal recessive spastic paraplegia type 27,"Autosomal recessive spastic paraplegia type 27 is very frequently (99-80%) associated with Babinski sign, Impaired vibration sensation at ankles, Lower limb hyperreflexia, Spastic paraplegia, and Spastic/hyperactive bladder. Autosomal recessive spastic paraplegia type 27 is occasionally (29-5%) associated with Abnormality of somatosensory evoked potentials, Dysarthria, and Dysdiadochokinesis. Autosomal recessive spastic paraplegia type 27 is very rarely (<4-1%) associated with Sensorineural hearing impairment.Autosomal recessive spastic paraplegia type 27 is associated with Disease-causing germline mutation(s) in spastic paraplegia 27 (autosomal recessive)."
2552,98765.0,Spinocerebellar ataxia type 4,"Spinocerebellar ataxia type 4 is very frequently (99-80%) associated with Absent Achilles reflex, Impaired proprioception, Impaired tactile sensation, and Impaired vibratory sensation. Spinocerebellar ataxia type 4 is frequently (79-30%) associated with Ataxia, Dysarthria, Gait disturbance, and Motor deterioration. Spinocerebellar ataxia type 4 is occasionally (29-5%) associated with Areflexia, Motor axonal neuropathy, Peripheral neuropathy, and Sensory axonal neuropathy.Spinocerebellar ataxia type 4 is associated with Candidate gene tested in pleckstrin homology and RhoGEF domain containing G4 (ARHGEF44; DKFZP434I216; puratrophin-1)."
2553,98764.0,Spinocerebellar ataxia type 27A,"Spinocerebellar ataxia type 27A is very frequently (99-80%) associated with Dysarthria, Gaze-evoked nystagmus, and Tremor. Spinocerebellar ataxia type 27A is frequently (79-30%) associated with Aggressive behavior, Difficulty walking, Gait ataxia, Gait disturbance, Limb ataxia, Memory impairment, Pes cavus, Sensory axonal neuropathy, and Truncal ataxia. Spinocerebellar ataxia type 27A is occasionally (29-5%) associated with Cerebellar atrophy, Depression, Hand tremor, Intellectual disability, mild, Red-green dyschromatopsia, and Strabismus. Spinocerebellar ataxia type 27A is very rarely (<4-1%) associated with Akinesia and Dysgraphia.Spinocerebellar ataxia type 27A is associated with Disease-causing germline mutation(s) in fibroblast growth factor 14 (FHF4; SCA27)."
2554,98769.0,Spinocerebellar ataxia type 15/16,"Spinocerebellar ataxia type 15/16 is very frequently (99-80%) associated with Ataxia. Spinocerebellar ataxia type 15/16 is frequently (79-30%) associated with Action tremor, Cerebellar atrophy, Gait ataxia, Head tremor, Hyperreflexia, Tremor by anatomical site, and Upper limb postural tremor.Spinocerebellar ataxia type 15/16 is associated with Disease-causing germline mutation(s) in inositol 1,4,5-trisphosphate receptor type 1 (ACV; IP3R1; Insp3r1; PPP1R94; protein phosphatase 1; regulatory subunit 94)."
2555,98768.0,Spinocerebellar ataxia type 13,"Spinocerebellar ataxia type 13 is frequently (79-30%) associated with Cerebellar atrophy, Difficulty running, Difficulty walking, Dysarthria, Gait ataxia, Generalized hypotonia, Global developmental delay, Hyperreflexia, Impaired distal vibration sensation, Impaired visuospatial constructive cognition, Intellectual disability, mild, Limb ataxia, Motor delay, Nystagmus, and Titubation. Spinocerebellar ataxia type 13 is occasionally (29-5%) associated with Clumsiness, Dysphagia, Hearing impairment, Hyperactive deep tendon reflexes, Jerky ocular pursuit movements, Myoclonus, Optic atrophy, Optic disc pallor, Postural instability, Torticollis, Urinary incontinence, and Urinary urgency. Spinocerebellar ataxia type 13 is very rarely (<4-1%) associated with Abnormal facial shape, Bradykinesia, Seizure, Short stature, and Upgaze palsy.Spinocerebellar ataxia type 13 is associated with Disease-causing germline mutation(s) in potassium voltage-gated channel subfamily C member 3 (Kv3.3)."
2556,314404.0,Autosomal dominant cerebellar ataxia-deafness-narcolepsy syndrome,"Autosomal dominant cerebellar ataxia-deafness-narcolepsy syndrome is very frequently (99-80%) associated with Narcolepsy and Sensorineural hearing impairment. Autosomal dominant cerebellar ataxia-deafness-narcolepsy syndrome is frequently (79-30%) associated with Abnormality of mitochondrial metabolism and Optic atrophy. Autosomal dominant cerebellar ataxia-deafness-narcolepsy syndrome is occasionally (29-5%) associated with Abnormal cerebral white matter morphology, Abnormality of the cerebrospinal fluid, Ataxia, Atrophy/Degeneration affecting the brainstem, Babinski sign, Cataract, Cerebellar atrophy, Cerebral atrophy, Depression, Dilated third ventricle, Head tremor, Hyperreflexia, Memory impairment, Mental deterioration, Neuronal loss in central nervous system, Nystagmus, Peripheral neuropathy, Predominantly lower limb lymphedema, Primitive reflex, Pseudobulbar signs, Resting tremor, Sensory neuropathy, Spasticity, and Urinary incontinence.Autosomal dominant cerebellar ataxia-deafness-narcolepsy syndrome is associated with Disease-causing germline mutation(s) in DNA methyltransferase 1 (CXXC9; MCMT)."
2557,98771.0,Spinocerebellar ataxia type 18,"Spinocerebellar ataxia type 18 is very frequently (99-80%) associated with Areflexia, Gait ataxia, Muscle weakness, and Somatic sensory dysfunction. Spinocerebellar ataxia type 18 is frequently (79-30%) associated with Dysarthria, Dysmetria, Hearing impairment, Hyporeflexia of lower limbs, Lower limb hyperreflexia, Muscle fibrillation, Pes cavus, and Sensorimotor neuropathy. Spinocerebellar ataxia type 18 is occasionally (29-5%) associated with Cerebellar atrophy, Head tremor, Nystagmus, Peripheral axonal neuropathy, Skeletal muscle atrophy, and Titubation.Spinocerebellar ataxia type 18 is associated with Disease-causing germline mutation(s) in interferon related developmental regulator 1 (PC4; TIS7)."
2558,401866.0,Childhood-onset spasticity with hyperglycinemia,"Childhood-onset spasticity with hyperglycinemia is very frequently (99-80%) associated with Nonketotic hyperglycinemia and Progressive spasticity. Childhood-onset spasticity with hyperglycinemia is frequently (79-30%) associated with Babinski sign, Decreased activity of the pyruvate dehydrogenase complex, Hyperreflexia, Hypertonia, Leukodystrophy, Loss of ability to walk in early childhood, Nystagmus, Optic atrophy, Short attention span, Spastic diplegia, Spastic dysarthria, Spinal cord lesion, Unsteady gait, and Visual impairment. Childhood-onset spasticity with hyperglycinemia is occasionally (29-5%) associated with Ataxia, Developmental regression, Feeding difficulties, Generalized hypotonia, Irritability, and Myoclonus. Childhood-onset spasticity with hyperglycinemia is very rarely (<4-1%) associated with Left ventricular hypertrophy. Childhood-onset spasticity with hyperglycinemia is not associated (0%) associated with Cognitive impairment and Increased circulating lactate concentration.Childhood-onset spasticity with hyperglycinemia is associated with Disease-causing germline mutation(s) in glutaredoxin 5 (GRX5; PR01238)."
2559,423275.0,Spinocerebellar ataxia type 40,"Spinocerebellar ataxia type 40 is frequently (79-30%) associated with Abnormality of speech or vocalization, Broad-based gait, Dysarthria, Dysdiadochokinesis, Dysmetria, Functional motor deficit, Gait ataxia, Hyperreflexia, Intention tremor, Pontocerebellar atrophy, Scanning speech, Spastic paraparesis, Unsteady gait, and Vertical supranuclear gaze palsy.Spinocerebellar ataxia type 40 is associated with Disease-causing germline mutation(s) (gain of function) in coiled-coil domain containing 88C (DAPLE; Dvl-associating protein with a high frequency of leucine residues; HkRP2; SCA40; spinocerebellar ataxia 40)."
2560,313772.0,Early-onset spastic ataxia-myoclonic epilepsy-neuropathy syndrome,"Early-onset spastic ataxia-myoclonic epilepsy-neuropathy syndrome is frequently (79-30%) associated with Abnormal mitochondria in muscle tissue, Ataxia, Bilateral tonic-clonic seizure, Cerebellar atrophy, Cerebellar hypoplasia, Demyelinating peripheral neuropathy, Distal amyotrophy, Distal muscle weakness, Dysdiadochokinesis, Dysmetria, Dysphagia, Dystonia, EEG abnormality, Generalized myoclonic seizure, Intellectual disability, mild, Lower limb muscle weakness, Myoclonus, Oculomotor apraxia, Peripheral axonal neuropathy, Ptosis, Sensorimotor neuropathy, Spastic dysarthria, Spastic paraparesis, and Spasticity.Early-onset spastic ataxia-myoclonic epilepsy-neuropathy syndrome is associated with Disease-causing germline mutation(s) in AFG3 like matrix AAA peptidase subunit 2 (SPAX5)."
2561,254343.0,Autosomal recessive spastic ataxia-optic atrophy-dysarthria syndrome,"Autosomal recessive spastic ataxia-optic atrophy-dysarthria syndrome is very frequently (99-80%) associated with Babinski sign, Dysarthria, Hyperreflexia, Optic atrophy, and Spastic paraparesis. Autosomal recessive spastic ataxia-optic atrophy-dysarthria syndrome is frequently (79-30%) associated with Frequent falls, Lower limb hypertonia, Motor delay, Movement abnormality of the tongue, Myoclonus, Nystagmus, Progressive cerebellar ataxia, Progressive gait ataxia, and Upper limb hypertonia. Autosomal recessive spastic ataxia-optic atrophy-dysarthria syndrome is occasionally (29-5%) associated with Emotional lability and Hyporeflexia.Autosomal recessive spastic ataxia-optic atrophy-dysarthria syndrome is associated with Disease-causing germline mutation(s) in mitochondrial poly(A) polymerase (TENT6; FLJ10486; SPAX4; TUTase1; mtPAP)."
2562,447896.0,Tremor-ataxia-central hypomyelination syndrome,"Tremor-ataxia-central hypomyelination syndrome is frequently (79-30%) associated with Abnormality of ocular smooth pursuit, Abnormality of the basal ganglia, Ataxia, Autonomic bladder dysfunction, Babinski sign, CNS hypomyelination, Cerebellar hypoplasia, Clumsiness, Delayed eruption of teeth, Delayed puberty, Developmental regression, Dysmetria, Dysphagia, Dystonia, Global developmental delay, High myoinositol in brain by MRS, Hyperreflexia, Hypodontia, Hypogonadotropic hypogonadism, Hypoplasia of the corpus callosum, Intellectual disability, mild, Intention tremor, Leukodystrophy, Myopia, Nystagmus, Oligodontia, Positive Romberg sign, Postural tremor, Short stature, Spastic dysarthria, Spasticity, Upper motor neuron dysfunction, and Vertical supranuclear gaze palsy. Tremor-ataxia-central hypomyelination syndrome is occasionally (29-5%) associated with Cerebral cortical atrophy, Drooling, Impaired distal proprioception, Impaired vibration sensation in the lower limbs, Optic atrophy, and Peripheral neuropathy. Tremor-ataxia-central hypomyelination syndrome is very rarely (<4-1%) associated with Deeply set eye and Focal-onset seizure.Tremor-ataxia-central hypomyelination syndrome is associated with Disease-causing germline mutation(s) in RNA polymerase III subunit A (RPC1; RPC155; hRPC155; C160)."
